sentence,token_count,gpt2_avg_surprisal,random_baseline_surprisal,surprisal_gap_random_minus_gpt2,gpt2_beats_random
"The serious artist read carefully at night.,0,7,synthetic_center_embedding",20,8.805856704711914,15.617036934287741,6.811180229575827,True
"The quiet farmer that the old farmer praised cried suddenly after dinner.,1,12,synthetic_center_embedding",25,9.327589988708496,15.617036934287741,6.289446945579245,True
"The young doctor that the curious engineer that the tall student watched warned slept peacefully in the garden.,2,18,synthetic_center_embedding",31,9.033631324768066,15.617036934287741,6.583405609519675,True
"The tall father that the curious child that the angry neighbor met watched slept peacefully.,2,15,synthetic_center_embedding",28,9.261354446411133,15.617036934287741,6.355682487876608,True
"The kind scientist spoke softly during class.,0,7,synthetic_center_embedding",20,9.044576644897461,15.617036934287741,6.57246028939028,True
"The tall girl that the clever farmer that the tall student that the tall lawyer helped informed supported worked quietly during class.,3,22,synthetic_center_embedding",35,9.196873664855957,15.617036934287741,6.420163269431784,True
"The driver rested briefly near the station.,0,7,synthetic_center_embedding",20,8.221646308898926,15.617036934287741,7.395390625388815,True
"The serious farmer that the nervous farmer that the tall father that the nervous student that the serious girl supported reminded supported called slept peacefully before noon.,4,27,synthetic_center_embedding",40,8.934995651245117,15.617036934287741,6.682041283042624,True
"The mother rested briefly during class.,0,6,synthetic_center_embedding",19,8.8198823928833,15.617036934287741,6.79715454140444,True
"The tall child that the old child encouraged listened closely yesterday.,1,11,synthetic_center_embedding",24,9.570817947387695,15.617036934287741,6.046218986900046,True
"The angry singer that the happy lawyer encouraged sat calmly this morning.,1,12,synthetic_center_embedding",25,9.38809585571289,15.617036934287741,6.2289410785748505,True
"The young child waited outside at night.,0,7,synthetic_center_embedding",20,7.8104729652404785,15.617036934287741,7.806563969047263,True
"The kind dog smiled warmly this morning.,0,7,synthetic_center_embedding",21,8.576401710510254,15.617036934287741,7.040635223777487,True
"The kind doctor that the nervous manager called laughed loudly during class.,1,12,synthetic_center_embedding",25,9.290631294250488,15.617036934287741,6.326405640037253,True
"The clever doctor that the clever boy that the serious teacher that the tall singer blamed admired saw sat calmly after dinner.,3,22,synthetic_center_embedding",35,9.251928329467773,15.617036934287741,6.365108604819968,True
"The serious driver that the kind lawyer chased worked quietly yesterday.,1,11,synthetic_center_embedding",24,10.007757186889648,15.617036934287741,5.609279747398093,True
"The serious actor that the old actor that the old neighbor that the tall cat visited followed encouraged read carefully at the office.,3,23,synthetic_center_embedding",36,9.291053771972656,15.617036934287741,6.325983162315085,True
"The angry doctor that the old girl followed spoke softly after dinner.,1,12,synthetic_center_embedding",25,8.655328750610352,15.617036934287741,6.9617081836773895,True
"The clever mother that the old mother that the cat that the serious singer chased thanked recognized slept peacefully before noon.,3,21,synthetic_center_embedding",34,9.675588607788086,15.617036934287741,5.941448326499655,True
"The kind driver that the curious girl blamed rested briefly this morning.,1,12,synthetic_center_embedding",25,9.499968528747559,15.617036934287741,6.1170684055401825,True
"The clever child that the kind dog that the artist that the nervous actor that the old cat that the young child visited saw praised thanked encouraged rested briefly before noon.,5,31,synthetic_center_embedding",44,9.097591400146484,15.617036934287741,6.519445534141257,True
"The kind doctor that the curious lawyer followed smiled warmly before noon.,1,12,synthetic_center_embedding",26,9.337177276611328,15.617036934287741,6.279859657676413,True
"The kind doctor that the serious girl encouraged walked slowly yesterday.,1,11,synthetic_center_embedding",24,9.969470977783203,15.617036934287741,5.647565956504538,True
"The quiet child slept peacefully.,0,5,synthetic_center_embedding",18,8.583139419555664,15.617036934287741,7.033897514732077,True
"The serious driver that the curious student that the angry child that the tall manager blamed called praised waited outside after dinner.,3,22,synthetic_center_embedding",35,9.446636199951172,15.617036934287741,6.170400734336569,True
"The kind actor that the quiet artist that the cat questioned supported sat calmly at the office.,2,17,synthetic_center_embedding",30,9.409687995910645,15.617036934287741,6.207348938377097,True
"The old artist rested briefly near the station.,0,8,synthetic_center_embedding",21,8.662513732910156,15.617036934287741,6.954523201377585,True
"The young teacher ran away.,0,5,synthetic_center_embedding",18,8.15212345123291,15.617036934287741,7.464913483054831,True
"The angry student that the actor that the young singer that the happy cat chased thanked praised read carefully at night.,3,21,synthetic_center_embedding",34,9.568958282470703,15.617036934287741,6.048078651817038,True
"The tall lawyer that the curious actor informed ran away in the garden.,1,13,synthetic_center_embedding",26,9.197846412658691,15.617036934287741,6.41919052162905,True
"The curious artist that the nervous scientist that the angry mother that the kind scientist that the angry dog that the serious teacher visited watched chased warned recognized walked slowly near the station.,5,33,synthetic_center_embedding",46,9.09672737121582,15.617036934287741,6.520309563071921,True
"The quiet singer that the clever driver that the tall driver greeted encouraged stood silently this morning.,2,17,synthetic_center_embedding",30,9.386674880981445,15.617036934287741,6.230362053306296,True
"The nervous scientist that the serious cat questioned spoke softly at the office.,1,13,synthetic_center_embedding",26,9.31706428527832,15.617036934287741,6.299972649009421,True
"The quiet dog that the curious lawyer that the curious driver called informed walked slowly yesterday.,2,16,synthetic_center_embedding",29,9.620161056518555,15.617036934287741,5.996875877769186,True
"The old cat smiled warmly.,0,5,synthetic_center_embedding",19,8.052408218383789,15.617036934287741,7.564628715903952,True
"The young student that the dog recognized cried suddenly at night.,1,11,synthetic_center_embedding",24,8.976901054382324,15.617036934287741,6.640135879905417,True
"The quiet singer that the young student helped waited outside after dinner.,1,12,synthetic_center_embedding",25,8.9955472946167,15.617036934287741,6.621489639671042,True
"The young teacher that the clever actor recognized worked quietly this morning.,1,12,synthetic_center_embedding",25,9.102813720703125,15.617036934287741,6.514223213584616,True
"The serious actor that the old cat that the quiet actor that the happy driver met praised greeted rested briefly in the garden.,3,23,synthetic_center_embedding",36,9.299354553222656,15.617036934287741,6.317682381065085,True
"The clever teacher smiled warmly yesterday.,0,6,synthetic_center_embedding",20,8.55793571472168,15.617036934287741,7.059101219566061,True
"The quiet boy that the happy boy that the young father admired watched cried suddenly this morning.,2,17,synthetic_center_embedding",30,8.570030212402344,15.617036934287741,7.047006721885397,True
"The student that the young doctor that the nervous actor that the nervous student that the clever manager saw followed reminded questioned arrived early at night.,4,26,synthetic_center_embedding",39,8.819369316101074,15.617036934287741,6.797667618186667,True
"The old manager stood silently during class.,0,7,synthetic_center_embedding",20,8.464132308959961,15.617036934287741,7.15290462532778,True
"The curious doctor that the quiet dog that the engineer that the happy student that the tall artist helped saw helped thanked stood silently this morning.,4,26,synthetic_center_embedding",39,9.397738456726074,15.617036934287741,6.219298477561667,True
"The clever lawyer spoke softly.,0,5,synthetic_center_embedding",18,8.920475006103516,15.617036934287741,6.6965619281842255,True
"The nervous artist that the serious dog that the serious student recognized admired rested briefly before noon.,2,17,synthetic_center_embedding",30,10.159442901611328,15.617036934287741,5.457594032676413,True
"The clever neighbor that the tall driver informed stood silently after dinner.,1,12,synthetic_center_embedding",25,9.492476463317871,15.617036934287741,6.12456047096987,True
"The happy doctor that the tall manager that the curious artist saw supported cried suddenly before noon.,2,17,synthetic_center_embedding",30,9.903387069702148,15.617036934287741,5.713649864585593,True
"The happy driver that the young teacher reminded cried suddenly before noon.,1,12,synthetic_center_embedding",25,9.46448802947998,15.617036934287741,6.152548904807761,True
"The happy teacher that the curious singer supported walked slowly at night.,1,12,synthetic_center_embedding",25,9.264019966125488,15.617036934287741,6.353016968162253,True
"The old engineer that the clever mother questioned smiled warmly.,1,10,synthetic_center_embedding",24,9.023279190063477,15.617036934287741,6.5937577442242645,True
"The clever mother that the happy farmer that the young scientist that the kind teacher that the quiet teacher met blamed recognized questioned read carefully before noon.,4,27,synthetic_center_embedding",40,9.187856674194336,15.617036934287741,6.429180260093405,True
"The angry mother that the clever doctor that the quiet child that the tall child encouraged helped greeted slept peacefully after dinner.,3,22,synthetic_center_embedding",35,9.201897621154785,15.617036934287741,6.415139313132956,True
"The serious father that the angry actor that the nervous girl that the kind farmer warned called informed sat calmly after dinner.,3,22,synthetic_center_embedding",35,9.672358512878418,15.617036934287741,5.944678421409323,True
"The curious mother that the serious dog that the quiet singer that the serious lawyer questioned met watched stood silently at night.,3,22,synthetic_center_embedding",35,9.58066177368164,15.617036934287741,6.0363751606061005,True
"The old scientist that the manager that the tall girl that the happy lawyer that the kind student admired watched encouraged informed listened closely at night.,4,26,synthetic_center_embedding",39,9.454597473144531,15.617036934287741,6.16243946114321,True
"The kind scientist rested briefly.,0,5,synthetic_center_embedding",18,9.632284164428711,15.617036934287741,5.98475276985903,True
"The happy father that the young lawyer visited sat calmly at the office.,1,13,synthetic_center_embedding",26,8.844685554504395,15.617036934287741,6.772351379783347,True
"The happy neighbor that the kind cat informed sat calmly in the garden.,1,13,synthetic_center_embedding",26,9.080041885375977,15.617036934287741,6.5369950489117645,True
"The tall father that the tall artist that the nervous driver that the happy dog that the boy saw chased greeted watched slept peacefully during class.,4,26,synthetic_center_embedding",39,9.121753692626953,15.617036934287741,6.495283241660788,True
"The boy that the angry teacher that the old cat that the old farmer supported followed warned rested briefly this morning.,3,21,synthetic_center_embedding",34,9.235140800476074,15.617036934287741,6.381896133811667,True
"The serious dog that the serious doctor that the angry father that the happy dog recognized blamed watched rested briefly yesterday.,3,21,synthetic_center_embedding",34,9.957693099975586,15.617036934287741,5.659343834312155,True
"The quiet lawyer that the old singer that the old child that the old cat followed informed watched read carefully at night.,3,22,synthetic_center_embedding",35,9.290214538574219,15.617036934287741,6.326822395713522,True
"The tall girl worked quietly at the office.,0,8,synthetic_center_embedding",21,8.039083480834961,15.617036934287741,7.57795345345278,True
"The tall child that the driver that the happy lawyer chased warned rested briefly before noon.,2,16,synthetic_center_embedding",29,9.947107315063477,15.617036934287741,5.6699296192242645,True
"The kind child that the clever teacher chased laughed loudly.,1,10,synthetic_center_embedding",23,9.526983261108398,15.617036934287741,6.090053673179343,True
"The happy teacher that the clever lawyer that the clever farmer that the tall neighbor visited reminded met cried suddenly during class.,3,22,synthetic_center_embedding",35,9.138381958007812,15.617036934287741,6.478654976279929,True
"The boy that the clever artist that the clever mother thanked met slept peacefully this morning.,2,16,synthetic_center_embedding",29,9.212347030639648,15.617036934287741,6.404689903648093,True
"The curious manager arrived early at the office.,0,8,synthetic_center_embedding",21,8.334805488586426,15.617036934287741,7.282231445701315,True
"The old scientist listened closely near the station.,0,8,synthetic_center_embedding",21,8.90758228302002,15.617036934287741,6.709454651267722,True
"The kind actor that the young dog that the clever student that the tall artist thanked questioned blamed laughed loudly during class.,3,22,synthetic_center_embedding",35,9.8084077835083,15.617036934287741,5.80862915077944,True
"The happy cat that the nervous lawyer that the angry dog that the serious dog that the happy neighbor called helped met supported worked quietly.,4,25,synthetic_center_embedding",38,8.538609504699707,15.617036934287741,7.078427429588034,True
"The child slept peacefully during class.,0,6,synthetic_center_embedding",19,8.031184196472168,15.617036934287741,7.585852737815573,True
"The old actor that the nervous student that the happy driver saw greeted waited outside during class.,2,17,synthetic_center_embedding",30,9.179157257080078,15.617036934287741,6.437879677207663,True
"The old girl that the serious mother that the serious scientist saw praised spoke softly this morning.,2,17,synthetic_center_embedding",30,8.765388488769531,15.617036934287741,6.85164844551821,True
"The curious child that the nervous girl admired laughed loudly this morning.,1,12,synthetic_center_embedding",25,9.0128173828125,15.617036934287741,6.604219551475241,True
"The serious boy ran away near the station.,0,8,synthetic_center_embedding",21,8.379538536071777,15.617036934287741,7.237498398215964,True
"The happy manager that the manager that the artist that the cat that the young father chased blamed encouraged recognized read carefully yesterday.,4,23,synthetic_center_embedding",36,9.459254264831543,15.617036934287741,6.157782669456198,True
"The clever father that the curious father chased slept peacefully at the office.,1,13,synthetic_center_embedding",26,8.948746681213379,15.617036934287741,6.668290253074362,True
"The scientist that the nervous engineer that the old driver that the kind cat followed warned supported read carefully at night.,3,21,synthetic_center_embedding",34,9.835917472839355,15.617036934287741,5.781119461448386,True
"The quiet father ran away yesterday.,0,6,synthetic_center_embedding",19,8.81007194519043,15.617036934287741,6.806964989097311,True
"The quiet teacher rested briefly before noon.,0,7,synthetic_center_embedding",20,9.153650283813477,15.617036934287741,6.4633866504742645,True
"The kind mother that the curious girl informed worked quietly before noon.,1,12,synthetic_center_embedding",25,9.566412925720215,15.617036934287741,6.050624008567526,True
"The kind child that the kind scientist that the kind artist that the happy dog followed recognized supported waited outside in the garden.,3,23,synthetic_center_embedding",36,8.78736400604248,15.617036934287741,6.829672928245261,True
"The father that the girl supported sat calmly before noon.,1,10,synthetic_center_embedding",23,9.346816062927246,15.617036934287741,6.270220871360495,True
"The kind boy that the kind boy that the happy cat that the clever singer encouraged chased greeted rested briefly near the station.,3,23,synthetic_center_embedding",36,9.402970314025879,15.617036934287741,6.214066620261862,True
"The nervous dog that the clever manager that the happy cat greeted admired slept peacefully after dinner.,2,17,synthetic_center_embedding",30,9.270626068115234,15.617036934287741,6.346410866172507,True
"The nervous driver that the clever singer saw slept peacefully yesterday.,1,11,synthetic_center_embedding",24,9.523957252502441,15.617036934287741,6.0930796817853,True
"The serious teacher that the old neighbor followed stood silently at night.,1,12,synthetic_center_embedding",25,9.115169525146484,15.617036934287741,6.501867409141257,True
"The tall engineer that the curious manager questioned worked quietly near the station.,1,13,synthetic_center_embedding",26,9.399593353271484,15.617036934287741,6.217443581016257,True
"The clever scientist that the serious lawyer warned sat calmly at the office.,1,13,synthetic_center_embedding",26,9.31201457977295,15.617036934287741,6.305022354514792,True
"The serious father that the serious manager that the young cat that the nervous student that the tall dog saw reminded warned visited listened closely after dinner.,4,27,synthetic_center_embedding",40,9.541234970092773,15.617036934287741,6.075801964194968,True
"The angry mother laughed loudly near the station.,0,8,synthetic_center_embedding",21,8.425250053405762,15.617036934287741,7.191786880881979,True
"The curious father that the tall lawyer that the old teacher warned supported arrived early before noon.,2,17,synthetic_center_embedding",30,9.539190292358398,15.617036934287741,6.077846641929343,True
"The clever neighbor that the doctor recognized laughed loudly near the station.,1,12,synthetic_center_embedding",25,9.102505683898926,15.617036934287741,6.514531250388815,True
"The serious girl sat calmly after dinner.,0,7,synthetic_center_embedding",20,8.723615646362305,15.617036934287741,6.893421287925436,True
"The clever doctor that the kind singer that the singer questioned saw laughed loudly during class.,2,16,synthetic_center_embedding",29,9.438325881958008,15.617036934287741,6.178711052329733,True
"The young actor that the teacher that the young girl that the kind dog watched warned reminded cried suddenly at the office.,3,22,synthetic_center_embedding",35,9.047083854675293,15.617036934287741,6.569953079612448,True
"The angry dog that the old child that the kind doctor that the kind singer that the young singer informed questioned greeted encouraged rested briefly at night.,4,27,synthetic_center_embedding",40,9.363163948059082,15.617036934287741,6.253872986228659,True
"The kind student listened closely in the garden.,0,8,synthetic_center_embedding",21,8.858448028564453,15.617036934287741,6.758588905723288,True
"The tall scientist that the happy lawyer that the young mother reminded called arrived early during class.,2,17,synthetic_center_embedding",30,9.426013946533203,15.617036934287741,6.191022987754538,True
"The angry teacher smiled warmly near the station.,0,8,synthetic_center_embedding",22,8.30260181427002,15.617036934287741,7.314435120017722,True
"The happy manager that the young mother that the clever neighbor that the curious neighbor that the young teacher met followed admired chased walked slowly at night.,4,27,synthetic_center_embedding",40,8.915227890014648,15.617036934287741,6.701809044273093,True
"The old artist cried suddenly yesterday.,0,6,synthetic_center_embedding",19,9.211967468261719,15.617036934287741,6.405069466026022,True
"The old neighbor that the old farmer that the tall father that the old cat thanked met questioned spoke softly yesterday.,3,21,synthetic_center_embedding",34,9.044139862060547,15.617036934287741,6.572897072227194,True
"The happy father that the curious child that the happy mother thanked met spoke softly yesterday.,2,16,synthetic_center_embedding",29,9.10134220123291,15.617036934287741,6.515694733054831,True
"The serious teacher slept peacefully before noon.,0,7,synthetic_center_embedding",20,8.97923469543457,15.617036934287741,6.637802238853171,True
"The old engineer that the young scientist that the tall driver that the angry farmer chased praised supported spoke softly before noon.,3,22,synthetic_center_embedding",35,9.00067138671875,15.617036934287741,6.616365547568991,True
"The serious farmer that the happy actor that the girl supported helped listened closely during class.,2,16,synthetic_center_embedding",29,9.82289981842041,15.617036934287741,5.794137115867331,True
"The happy teacher that the curious child that the happy scientist helped called waited outside this morning.,2,17,synthetic_center_embedding",30,8.971017837524414,15.617036934287741,6.646019096763327,True
"The curious singer waited outside near the station.,0,8,synthetic_center_embedding",21,8.916930198669434,15.617036934287741,6.7001067356183075,True
"The neighbor walked slowly at night.,0,6,synthetic_center_embedding",19,8.21147632598877,15.617036934287741,7.405560608298972,True
"The clever student that the scientist saw rested briefly at night.,1,11,synthetic_center_embedding",24,9.119499206542969,15.617036934287741,6.497537727744772,True
"The tall boy that the clever scientist that the serious artist visited met waited outside yesterday.,2,16,synthetic_center_embedding",29,9.594968795776367,15.617036934287741,6.022068138511374,True
"The old father that the young boy that the mother warned greeted smiled warmly this morning.,2,16,synthetic_center_embedding",30,8.151795387268066,15.617036934287741,7.465241547019675,True
"The happy mother that the old artist encouraged laughed loudly near the station.,1,13,synthetic_center_embedding",26,9.133458137512207,15.617036934287741,6.483578796775534,True
"The young boy that the curious engineer that the quiet cat that the curious cat watched recognized greeted laughed loudly after dinner.,3,22,synthetic_center_embedding",35,8.981789588928223,15.617036934287741,6.635247345359518,True
"The nervous dog that the happy driver that the clever mother followed chased waited outside in the garden.,2,18,synthetic_center_embedding",31,8.995251655578613,15.617036934287741,6.621785278709128,True
"The old boy that the singer that the young engineer helped blamed walked slowly near the station.,2,17,synthetic_center_embedding",30,9.060508728027344,15.617036934287741,6.556528206260397,True
"The quiet cat that the singer that the tall student met greeted cried suddenly after dinner.,2,16,synthetic_center_embedding",29,9.682296752929688,15.617036934287741,5.934740181358054,True
"The old lawyer spoke softly near the station.,0,8,synthetic_center_embedding",21,8.446065902709961,15.617036934287741,7.17097103157778,True
"The curious driver that the kind dog that the old manager thanked warned cried suddenly near the station.,2,18,synthetic_center_embedding",31,9.793222427368164,15.617036934287741,5.823814506919577,True
"The angry manager that the boy informed smiled warmly yesterday.,1,10,synthetic_center_embedding",24,9.172170639038086,15.617036934287741,6.444866295249655,True
"The nervous driver smiled warmly at the office.,0,8,synthetic_center_embedding",22,7.9649128913879395,15.617036934287741,7.652124042899802,True
"The nervous cat that the cat followed ran away before noon.,1,11,synthetic_center_embedding",24,8.659661293029785,15.617036934287741,6.957375641257956,True
"The old dog that the curious child that the serious farmer that the curious manager helped chased watched smiled warmly at the office.,3,23,synthetic_center_embedding",37,8.674320220947266,15.617036934287741,6.9427167133404755,True
"The quiet boy spoke softly at the office.,0,8,synthetic_center_embedding",21,8.130311965942383,15.617036934287741,7.486724968345358,True
"The kind manager read carefully before noon.,0,7,synthetic_center_embedding",20,9.14209270477295,15.617036934287741,6.474944229514792,True
"The girl arrived early this morning.,0,6,synthetic_center_embedding",19,7.598759174346924,15.617036934287741,8.018277759940817,True
"The old mother that the clever cat that the old driver that the clever manager that the happy father that the curious girl encouraged saw visited helped informed walked slowly during class.,5,32,synthetic_center_embedding",45,8.87378215789795,15.617036934287741,6.743254776389792,True
"The mother that the happy scientist that the quiet doctor that the angry lawyer that the quiet actor saw saw admired informed waited outside before noon.,4,26,synthetic_center_embedding",39,9.17014217376709,15.617036934287741,6.446894760520651,True
"The young child that the quiet artist that the serious teacher that the kind driver chased reminded admired laughed loudly.,3,20,synthetic_center_embedding",33,9.255603790283203,15.617036934287741,6.361433144004538,True
"The quiet actor worked quietly yesterday.,0,6,synthetic_center_embedding",19,9.344362258911133,15.617036934287741,6.272674675376608,True
"The serious engineer walked slowly yesterday.,0,6,synthetic_center_embedding",19,9.248952865600586,15.617036934287741,6.368084068687155,True
"The angry dog that the quiet farmer that the serious mother that the clever actor that the quiet manager helped blamed praised saw smiled warmly before noon.,4,27,synthetic_center_embedding",41,8.733612060546875,15.617036934287741,6.883424873740866,True
"The kind student that the nervous actor that the tall girl that the curious engineer followed watched recognized rested briefly at night.,3,22,synthetic_center_embedding",35,9.866621971130371,15.617036934287741,5.75041496315737,True
"The young student that the angry father that the happy singer greeted chased spoke softly in the garden.,2,18,synthetic_center_embedding",31,9.110175132751465,15.617036934287741,6.506861801536276,True
"The old lawyer cried suddenly at the office.,0,8,synthetic_center_embedding",21,8.554703712463379,15.617036934287741,7.062333221824362,True
"The angry dog listened closely in the garden.,0,8,synthetic_center_embedding",21,8.347882270812988,15.617036934287741,7.269154663474753,True
"The kind farmer that the serious singer reminded laughed loudly before noon.,1,12,synthetic_center_embedding",25,10.065216064453125,15.617036934287741,5.551820869834616,True
"The tall mother that the tall lawyer that the happy student that the curious neighbor that the curious actor warned praised followed helped arrived early.,4,25,synthetic_center_embedding",38,8.988914489746094,15.617036934287741,6.628122444541647,True
"The curious student that the kind neighbor supported smiled warmly near the station.,1,13,synthetic_center_embedding",27,9.453261375427246,15.617036934287741,6.163775558860495,True
"The curious mother that the serious dog that the old singer questioned watched spoke softly near the station.,2,18,synthetic_center_embedding",31,9.556951522827148,15.617036934287741,6.060085411460593,True
"The curious lawyer that the old mother that the kind manager that the curious girl blamed praised chased read carefully at the office.,3,23,synthetic_center_embedding",36,9.835158348083496,15.617036934287741,5.781878586204245,True
"The clever teacher that the clever student reminded stood silently in the garden.,1,13,synthetic_center_embedding",26,8.904952049255371,15.617036934287741,6.71208488503237,True
"The curious engineer that the happy actor that the engineer encouraged reminded walked slowly at the office.,2,17,synthetic_center_embedding",30,9.483650207519531,15.617036934287741,6.13338672676821,True
"The curious doctor that the quiet cat visited smiled warmly during class.,1,12,synthetic_center_embedding",26,9.049005508422852,15.617036934287741,6.5680314258648895,True
"The old dog that the serious farmer that the serious singer encouraged encouraged arrived early before noon.,2,17,synthetic_center_embedding",30,9.513374328613281,15.617036934287741,6.10366260567446,True
"The angry father that the clever doctor that the kind actor that the old teacher greeted praised admired arrived early.,3,20,synthetic_center_embedding",33,9.284918785095215,15.617036934287741,6.332118149192526,True
"The happy girl rested briefly yesterday.,0,6,synthetic_center_embedding",19,9.242067337036133,15.617036934287741,6.374969597251608,True
"The tall child that the happy girl that the tall mother that the clever neighbor met reminded informed listened closely before noon.,3,22,synthetic_center_embedding",35,9.328787803649902,15.617036934287741,6.288249130637839,True
"The mother sat calmly.,0,4,synthetic_center_embedding",17,8.619873046875,15.617036934287741,6.997163887412741,True
"The kind driver ran away after dinner.,0,7,synthetic_center_embedding",20,8.763287544250488,15.617036934287741,6.853749390037253,True
