sentence,depth
The lawyer by the river that The doctor with great enthusiasm that The artist near the school that The girl during the morning that The farmer during the morning that The farmer by the river supported admired chased admired questioned is studying.,5
"The cat that The nurse during the morning that The manager that The writer from the city that The actor during the morning chased saw chased blamed, is laughing.",4
"The dog with great enthusiasm that The dog in the garden that The girl near the school that The dog from the city supported blamed scolded, is working silently.",3
"The child from the city that The professor with red shoes that The doctor with great enthusiasm that The actor near the school admired visited scolded, is resting.",3
"The teacher from the village, is barking carefully.",0
"The professor with great enthusiasm that The boy with red shoes that The nurse with great enthusiasm met admired, is laughing eagerly.",2
"The farmer from the city that The teacher with great enthusiasm that The doctor in the library scolded scolded, is laughing calmly.",2
The boy by the river that The professor in the library that The engineer that The scientist near the school that The singer during the morning questioned met recognized visited is barking eagerly.,4
The singer near the school that The doctor during the morning that The manager from the city that The farmer from the city liked helped admired is singing happily.,3
The cat with great enthusiasm that The cat near the school helped jumps high angrily.,1
The scientist in the garden jumps high.,0
The artist during the morning that The professor with great enthusiasm that The singer by the river that The singer by the river that The professor from the city followed supported ignored admired is laughing.,4
The child by the river that The actor from the village that The writer with red shoes that The scientist near the school that The cat with red shoes that The singer with red shoes supported questioned ignored blamed blamed is working quickly.,5
The child that The cat in the library supported is reading.,1
The cat near the school that The lawyer from the city that The cat with great enthusiasm saw blamed is laughing.,2
The child with red shoes that The scientist that The singer with red shoes that The singer with great enthusiasm watched saw visited is working.,3
"The girl with great enthusiasm that The boy that The boy during the morning visited blamed, is sleeping.",2
The cat from the village is singing.,0
"The farmer near the school that The teacher from the village that The doctor from the village that The engineer with great enthusiasm that The player by the river admired visited met supported, jumps high.",4
The nurse from the city that The manager that The boy in the garden met visited is singing.,2
"The child with red shoes that The manager that The scientist from the village that The cat in the library that The doctor with red shoes chased recognized recognized scolded, is sleeping quickly.",4
"The writer in the garden, is singing quickly.",0
"The manager in the library that The student called, is laughing angrily.",1
The student with red shoes that The artist from the village that The writer during the morning recognized visited is working.,2
"The singer near the school that The child with great enthusiasm that The boy from the village that The girl in the library recognized followed watched, is working.",3
"The nurse near the school that The writer from the city that The student with red shoes saw blamed, is studying carefully.",2
The scientist in the garden that The doctor during the morning that The farmer from the village that The actor from the city that The lawyer from the village ignored helped ignored admired is barking.,4
The writer that The farmer from the city that The player during the morning supported questioned jumps high happily.,2
"The child that The singer with red shoes met, is dancing quickly.",1
The cat with great enthusiasm that The writer with red shoes that The teacher with red shoes supported called is singing slowly.,2
The boy near the school that The teacher saw is writing.,1
"The dog by the river that The farmer near the school that The professor with red shoes watched recognized, is smiling quickly.",2
"The professor with great enthusiasm that The actor in the library that The actor in the library that The actor from the village that The actor during the morning that The nurse with great enthusiasm ignored recognized scolded watched recognized, is resting happily.",5
The doctor in the library jumps high calmly.,0
The writer in the library that The engineer from the village that The scientist with red shoes that The artist during the morning called recognized chased is sleeping eagerly.,3
The engineer during the morning that The player with great enthusiasm called is dancing.,1
The farmer during the morning runs fast silently.,0
"The child in the library that The actor from the village that The actor by the river saw recognized, is shouting carefully.",2
The boy that The cat that The scientist in the garden that The student in the library that The lawyer from the village ignored ignored admired praised is barking eagerly.,4
The teacher from the village that The actor by the river that The actor by the river that The scientist during the morning that The farmer by the river that The actor from the city met admired followed encouraged helped is walking.,5
The child from the city is dancing angrily.,0
"The scientist with red shoes that The farmer with great enthusiasm that The dog from the village that The girl from the village supported followed recognized, is reading.",3
The nurse with great enthusiasm is singing.,0
The cat in the library that The cat that The boy with red shoes that The player with red shoes that The doctor in the library ignored praised praised met is smiling proudly.,4
The player from the city is resting.,0
The nurse during the morning that The cat by the river that The doctor with red shoes that The doctor in the garden that The lawyer in the garden encouraged questioned followed recognized runs fast calmly.,4
The lawyer with great enthusiasm that The lawyer during the morning that The singer in the library that The engineer near the school visited supported met is working sadly.,3
The writer from the village is barking.,0
The engineer near the school that The girl from the village that The singer with red shoes that The student that The girl questioned watched chased helped is smiling.,4
The dog from the village that The writer that The player from the city that The doctor with great enthusiasm scolded scolded liked is working.,3
The boy that The farmer in the garden that The artist from the village admired questioned is singing sadly.,2
"The manager in the library, runs fast quickly.",0
"The manager from the village, is studying proudly.",0
The artist in the library that The doctor that The engineer in the library praised saw is resting.,2
"The student in the library that The engineer by the river that The player from the village that The player with great enthusiasm recognized met visited, is working quickly.",3
"The nurse in the library that The dog near the school that The writer that The student by the river visited blamed recognized, is studying.",3
"The student from the city that The student during the morning chased, is studying.",1
"The engineer in the garden that The nurse during the morning that The scientist during the morning that The nurse in the library that The doctor near the school followed praised helped liked, is working eagerly.",4
"The farmer that The girl with red shoes that The professor from the village followed called, is shouting slowly.",2
The writer that The doctor by the river that The child during the morning that The dog with great enthusiasm liked helped supported is reading sadly.,3
The singer by the river that The professor near the school that The actor supported saw runs fast.,2
The farmer by the river is working.,0
The actor from the city that The nurse in the garden that The player watched scolded runs fast eagerly.,2
The farmer from the city that The manager in the library that The dog from the village recognized called is smiling.,2
The professor from the village is walking angrily.,0
"The doctor with red shoes that The farmer by the river that The professor from the village scolded liked, is resting.",2
"The dog in the garden that The teacher in the garden that The manager from the city that The farmer from the village called admired saw, is laughing.",3
"The doctor during the morning, is walking happily.",0
"The scientist from the city that The actor in the library blamed, is barking happily.",1
The nurse in the garden is studying.,0
"The lawyer during the morning that The student by the river that The child from the village that The actor from the village that The farmer that The engineer with red shoes helped called chased blamed saw, is shouting.",5
The artist in the garden that The teacher with great enthusiasm that The singer during the morning that The professor near the school that The artist praised helped ignored saw jumps high happily.,4
The teacher with red shoes that The cat from the village that The writer from the city that The boy near the school that The farmer from the village visited met saw questioned is barking eagerly.,4
"The doctor that The engineer in the garden blamed, is shouting eagerly.",1
The player near the school jumps high slowly.,0
"The actor with great enthusiasm that The scientist in the garden that The dog from the city that The engineer that The actor in the garden that The professor from the city recognized met blamed encouraged followed, is walking.",5
The player near the school that The singer near the school that The boy in the library that The student in the library ignored praised ignored is writing.,3
"The student from the city that The nurse in the library that The boy in the garden that The engineer by the river blamed blamed encouraged, is dancing.",3
"The artist, is reading.",0
The student during the morning is working.,0
The engineer near the school that The student from the village recognized is working sadly.,1
"The nurse from the village that The lawyer with great enthusiasm that The professor in the garden that The player during the morning that The manager from the village visited ignored followed blamed, is singing.",4
"The singer with great enthusiasm that The engineer from the village that The writer with red shoes scolded questioned, jumps high.",2
"The singer with red shoes that The doctor in the library that The cat in the garden helped met, is shouting sadly.",2
"The boy near the school that The farmer with red shoes that The boy during the morning that The child from the village that The boy near the school liked blamed saw admired, is smiling.",4
"The dog by the river that The doctor in the library admired, is laughing slowly.",1
The artist with great enthusiasm that The engineer in the garden that The cat with red shoes praised followed is dancing.,2
"The boy that The doctor with great enthusiasm watched, is studying.",1
The player with great enthusiasm that The singer with great enthusiasm that The dog during the morning supported ignored is walking carefully.,2
"The writer from the village that The manager by the river that The engineer in the library that The lawyer from the village that The professor near the school visited recognized chased encouraged, jumps high.",4
"The writer by the river, is walking calmly.",0
The professor from the village that The cat during the morning that The manager during the morning that The actor with red shoes helped ignored visited is walking.,3
The dog in the garden that The teacher in the library liked jumps high quickly.,1
"The manager from the city, is resting proudly.",0
The manager from the city that The doctor in the library that The engineer in the library that The nurse in the garden that The cat from the city saw scolded supported admired is walking.,4
The professor by the river that The artist in the library ignored is resting eagerly.,1
"The doctor by the river that The doctor during the morning that The student with red shoes recognized followed, is studying eagerly.",2
"The player with great enthusiasm that The child during the morning followed, is sleeping.",1
"The teacher with great enthusiasm that The farmer near the school that The manager with red shoes that The dog from the village that The professor from the city visited praised saw liked, is studying calmly.",4
"The manager that The child with red shoes that The scientist with red shoes praised questioned, is sleeping eagerly.",2
The scientist is working.,0
"The teacher near the school that The cat near the school saw, is shouting carefully.",1
The nurse from the city is reading.,0
The singer near the school that The professor from the city called is dancing.,1
The scientist near the school that The engineer with great enthusiasm that The scientist in the library watched followed jumps high.,2
"The nurse in the library that The dog from the city that The engineer that The farmer from the village that The farmer visited recognized watched liked, is walking proudly.",4
The student from the village is writing quickly.,0
The doctor that The player in the library met is walking.,1
The girl near the school that The manager with great enthusiasm that The teacher by the river that The actor in the garden that The writer with great enthusiasm that The writer from the village met supported called chased liked is walking quickly.,5
"The player by the river, is resting eagerly.",0
The dog in the garden that The lawyer with red shoes that The cat by the river that The engineer that The manager from the village called ignored blamed met is reading.,4
The scientist by the river is reading.,0
"The engineer near the school that The girl from the city that The singer with great enthusiasm that The artist during the morning that The nurse with red shoes blamed liked saw met, is studying sadly.",4
"The manager with great enthusiasm, is shouting calmly.",0
The child from the city that The cat with great enthusiasm questioned is smiling eagerly.,1
The manager in the garden that The dog that The doctor with great enthusiasm that The singer near the school that The actor by the river liked saw ignored recognized runs fast proudly.,4
The nurse from the city that The actor by the river that The cat in the garden that The dog from the village praised met blamed is walking happily.,3
The engineer in the garden that The manager with red shoes that The artist from the city that The boy near the school that The boy by the river that The lawyer from the village questioned called visited met visited is studying silently.,5
The manager from the village that The writer from the city that The scientist by the river called liked is sleeping quickly.,2
"The doctor during the morning that The player in the library that The player in the garden that The farmer with red shoes that The teacher in the garden helped watched recognized encouraged, runs fast.",4
The cat with red shoes that The nurse near the school that The doctor that The girl near the school called questioned questioned jumps high silently.,3
The lawyer by the river that The nurse by the river that The boy during the morning that The artist from the city scolded called blamed jumps high.,3
"The scientist in the library that The girl from the village that The singer near the school that The farmer near the school that The actor with red shoes encouraged praised followed recognized, is walking quickly.",4
The dog from the village that The teacher from the village scolded is singing happily.,1
"The player in the garden that The student by the river that The actor from the city that The doctor by the river that The actor from the city blamed watched blamed chased, is laughing eagerly.",4
"The farmer with great enthusiasm that The scientist that The actor during the morning that The player by the river encouraged liked recognized, is writing.",3
"The girl that The manager by the river that The singer that The teacher in the library that The actor with great enthusiasm saw helped encouraged visited, runs fast.",4
"The teacher with great enthusiasm, is resting.",0
"The cat in the garden that The farmer with great enthusiasm that The manager by the river that The engineer in the library that The lawyer in the garden that The teacher in the garden saw liked praised admired blamed, is shouting.",5
"The actor during the morning that The artist from the village that The teacher in the library blamed chased, is studying quickly.",2
The actor in the library that The girl from the city that The scientist near the school that The artist that The cat from the city liked scolded encouraged blamed is studying.,4
The farmer near the school that The actor that The farmer from the village that The doctor with great enthusiasm praised praised questioned is resting sadly.,3
The child with red shoes that The girl with great enthusiasm called is smiling eagerly.,1
The writer from the village that The teacher near the school that The girl with great enthusiasm saw praised is writing happily.,2
"The actor in the library, is working.",0
The nurse in the library is working sadly.,0
The singer with great enthusiasm that The girl by the river that The lawyer in the library questioned blamed is smiling.,2
The child during the morning that The writer in the library that The student near the school that The child by the river visited encouraged met is dancing.,3
"The girl with great enthusiasm that The singer in the library that The artist during the morning recognized watched, is working angrily.",2
The lawyer near the school that The writer with great enthusiasm that The farmer in the garden praised blamed is reading angrily.,2
"The teacher with red shoes, is resting quickly.",0
The child that The singer from the village praised is reading.,1
The professor that The scientist from the village that The scientist in the garden that The boy by the river supported praised liked is working angrily.,3
The student from the city that The doctor from the city that The teacher by the river that The engineer in the garden that The girl with red shoes liked helped called met is writing.,4
The lawyer in the library that The nurse that The engineer with great enthusiasm that The lawyer from the city that The scientist from the city saw ignored recognized blamed is resting sadly.,4
"The professor that The nurse in the library questioned, is resting carefully.",1
The engineer in the library is resting eagerly.,0
"The lawyer near the school that The manager during the morning that The girl supported visited, is dancing.",2
"The dog in the garden, is laughing carefully.",0
"The doctor in the library, is laughing angrily.",0
"The professor in the garden that The farmer from the city that The singer in the library that The actor with great enthusiasm followed scolded watched, is working slowly.",3
The boy with great enthusiasm that The singer during the morning met jumps high eagerly.,1
"The actor near the school that The scientist visited, is writing silently.",1
The singer from the village that The actor with red shoes that The student from the village blamed blamed jumps high.,2
The doctor from the village that The doctor in the garden that The actor by the river that The actor in the garden that The writer by the river ignored ignored called met is working.,4
The artist is dancing.,0
"The student from the city that The lawyer that The nurse in the garden that The nurse in the garden that The professor from the city that The artist by the river followed liked encouraged blamed ignored, is dancing.",5
"The actor near the school that The nurse that The scientist during the morning that The doctor from the village admired supported liked, is singing eagerly.",3
The dog from the village that The manager in the garden that The girl during the morning called watched is smiling.,2
"The actor from the village that The manager near the school that The farmer that The artist that The lawyer in the garden questioned helped visited admired, is smiling.",4
The cat with red shoes that The actor from the city praised is smiling proudly.,1
The professor that The actor from the village that The writer that The writer that The professor from the village that The dog with red shoes encouraged helped scolded recognized visited runs fast slowly.,5
The actor in the library that The engineer in the library that The artist in the library called supported is sleeping angrily.,2
"The dog in the library that The farmer near the school ignored, is singing calmly.",1
The boy with red shoes that The singer from the city that The singer with red shoes scolded watched is reading.,2
"The scientist with great enthusiasm that The dog in the library that The child during the morning that The boy in the library called scolded ignored, is working proudly.",3
The manager that The singer from the village that The professor from the village that The professor by the river that The student near the school that The writer in the garden met encouraged watched recognized blamed is reading eagerly.,5
The artist from the village that The nurse near the school ignored is walking.,1
The child with great enthusiasm is studying.,0
"The child by the river that The student from the city that The doctor with red shoes liked chased, runs fast calmly.",2
The engineer in the garden that The manager in the garden that The manager with red shoes that The dog from the village that The teacher from the village watched admired helped supported is shouting calmly.,4
The singer that The scientist in the garden that The scientist from the village followed praised is writing proudly.,2
The player that The professor by the river chased is walking.,1
"The player, is sleeping.",0
The student during the morning that The singer in the garden that The professor from the city helped scolded is singing.,2
The artist in the garden that The singer with red shoes that The player in the library that The writer from the city that The student with great enthusiasm that The artist with great enthusiasm followed recognized recognized questioned followed runs fast slowly.,5
"The actor from the village that The writer by the river that The farmer that The manager with great enthusiasm that The professor from the city that The doctor blamed helped praised helped followed, is singing carefully.",5
The lawyer from the city that The teacher in the garden that The lawyer with red shoes that The actor by the river that The singer from the village chased helped saw met is walking silently.,4
"The farmer with great enthusiasm, is studying.",0
The manager with great enthusiasm that The farmer during the morning that The scientist from the village chased chased is working.,2
The student near the school that The artist during the morning that The engineer with great enthusiasm that The scientist from the village that The nurse in the library blamed saw visited watched is writing.,4
The dog with great enthusiasm is sleeping angrily.,0
"The singer during the morning that The student in the garden that The actor during the morning that The manager in the library liked called recognized, is working.",3
The manager from the village that The boy from the village that The singer with great enthusiasm recognized helped is shouting quickly.,2
"The singer in the library that The actor near the school that The student in the garden that The artist during the morning praised scolded helped, is shouting.",3
"The actor by the river, runs fast.",0
"The cat that The actor in the library that The professor from the village that The cat with red shoes that The singer in the library helped watched blamed called, is smiling happily.",4
"The professor in the library that The farmer from the city that The singer from the village that The child with great enthusiasm that The player during the morning that The doctor by the river visited ignored followed chased scolded, is laughing.",5
The lawyer during the morning that The actor with great enthusiasm that The nurse in the library that The child from the city that The professor during the morning that The doctor with red shoes liked liked visited called supported is smiling.,5
The teacher near the school that The teacher with red shoes that The child near the school that The farmer in the garden recognized liked supported is studying.,3
The cat that The teacher met is dancing.,1
"The nurse from the village that The lawyer during the morning praised, jumps high happily.",1
"The child in the garden that The scientist in the garden blamed, is writing slowly.",1
The player from the city that The boy by the river that The actor in the library liked watched is laughing.,2
The singer that The engineer with red shoes that The dog from the city followed scolded is writing.,2
The student in the library that The lawyer with red shoes that The girl by the river that The scientist from the city admired called questioned is barking.,3
"The lawyer in the library that The professor with great enthusiasm that The player in the garden that The manager in the library that The artist with great enthusiasm met called saw helped, is studying eagerly.",4
"The singer from the city that The engineer by the river supported, is walking proudly.",1
"The cat from the village that The player from the city that The teacher with red shoes that The nurse in the library that The writer with great enthusiasm watched blamed helped met, is laughing.",4
The dog with red shoes that The cat in the garden that The lawyer with great enthusiasm that The manager during the morning admired blamed scolded is sleeping calmly.,3
The professor by the river that The cat during the morning that The artist in the library that The lawyer from the city that The artist in the library met encouraged blamed encouraged is resting happily.,4
The scientist from the city that The girl during the morning that The writer in the library that The artist by the river admired saw liked runs fast.,3
The manager from the village is resting.,0
The actor in the library that The professor with great enthusiasm that The doctor by the river that The manager from the village that The writer with great enthusiasm praised liked saw admired jumps high.,4
"The singer with great enthusiasm that The boy in the garden that The actor from the village that The cat by the river blamed blamed chased, runs fast.",3
The singer with red shoes runs fast eagerly.,0
The scientist by the river that The actor with great enthusiasm that The singer that The scientist near the school questioned questioned liked runs fast calmly.,3
"The artist near the school that The teacher near the school followed, is dancing slowly.",1
"The girl in the library, is sleeping silently.",0
The farmer in the library that The farmer in the garden that The scientist during the morning saw followed is shouting carefully.,2
The professor during the morning that The dog with great enthusiasm that The doctor near the school that The engineer that The engineer by the river helped scolded recognized ignored is working sadly.,4
The lawyer that The doctor in the library that The farmer near the school that The doctor from the village chased praised admired is working.,3
"The actor, is studying.",0
"The scientist from the village that The writer near the school that The player near the school supported scolded, is reading angrily.",2
The student during the morning that The writer in the garden that The professor during the morning that The manager near the school that The writer with great enthusiasm that The manager near the school chased supported praised followed ignored is shouting.,5
The cat in the library that The professor during the morning that The actor in the garden that The artist in the garden that The child with great enthusiasm praised watched followed supported is dancing silently.,4
The engineer in the library that The manager from the village that The engineer near the school that The doctor that The player from the city admired supported supported supported is smiling.,4
"The manager with red shoes that The nurse in the library that The lawyer near the school that The doctor in the garden ignored visited watched, is sleeping.",3
"The girl during the morning, is reading.",0
The actor near the school that The teacher by the river that The scientist that The child in the garden called visited questioned is resting carefully.,3
"The artist with red shoes that The professor that The child in the library called chased, is laughing.",2
"The nurse during the morning that The scientist near the school that The boy with great enthusiasm that The professor from the village admired visited recognized, is shouting.",3
The nurse with great enthusiasm that The farmer from the village that The boy with red shoes that The girl from the village scolded followed admired is singing.,3
The teacher in the garden that The manager in the library that The engineer with great enthusiasm visited watched is writing.,2
The child with red shoes that The student by the river that The cat with great enthusiasm that The child from the city ignored watched questioned is dancing calmly.,3
The girl in the garden that The doctor near the school that The farmer with red shoes watched called is reading happily.,2
The professor with red shoes that The artist from the city that The lawyer by the river supported visited is shouting proudly.,2
The teacher by the river that The dog near the school that The nurse during the morning that The manager in the library that The singer near the school admired liked ignored questioned is smiling slowly.,4
"The dog near the school that The player with great enthusiasm that The boy in the library that The girl from the village supported ignored helped, runs fast eagerly.",3
"The player from the city that The nurse from the city that The engineer that The farmer questioned chased questioned, is walking.",3
The artist from the village that The farmer that The scientist in the library saw visited is reading quickly.,2
"The farmer from the city that The engineer with great enthusiasm that The artist from the village that The cat from the city that The player from the city questioned ignored met scolded, is shouting carefully.",4
"The singer from the city that The teacher from the city that The player during the morning that The girl in the library that The doctor blamed saw called recognized, is sleeping.",4
"The teacher in the garden that The professor with red shoes that The actor liked watched, is studying.",2
The farmer with red shoes is reading happily.,0
The player with red shoes that The child with great enthusiasm that The player in the library chased scolded is writing quickly.,2
The player from the village is resting.,0
The player by the river that The dog from the village liked is dancing.,1
"The artist that The boy from the village that The writer that The girl with red shoes that The student in the library visited questioned helped liked, is barking.",4
The teacher near the school that The writer in the garden that The professor by the river visited ignored jumps high quickly.,2
The boy that The manager with great enthusiasm blamed is sleeping.,1
The girl by the river that The dog in the library that The engineer in the library that The doctor by the river questioned helped encouraged runs fast eagerly.,3
The student from the city that The child from the village that The lawyer during the morning that The nurse from the village praised chased scolded is working.,3
"The boy from the city that The manager during the morning that The writer by the river watched admired, is resting.",2
"The doctor in the garden that The writer with great enthusiasm that The farmer from the city admired praised, is walking calmly.",2
The writer from the city that The singer near the school that The lawyer that The manager with red shoes that The professor from the village encouraged met questioned encouraged is resting eagerly.,4
"The farmer from the city that The nurse by the river that The student during the morning liked called, is dancing.",2
"The engineer in the library that The engineer by the river that The boy in the library that The farmer near the school recognized liked recognized, is writing silently.",3
The manager with great enthusiasm that The girl that The doctor from the city that The professor during the morning that The actor during the morning chased encouraged watched admired is laughing angrily.,4
The child in the garden is working.,0
The lawyer with red shoes that The writer with red shoes that The nurse from the village blamed questioned is shouting.,2
The child in the library that The professor near the school that The farmer from the village that The teacher with great enthusiasm that The lawyer during the morning chased supported followed encouraged is barking.,4
