sentence,depth
The artist that the scientist followed that the boy followed that the doctor saw that the student chased that the boy helped that the teacher met that the scientist helped that the boy helped is reading.,8
The boy that the dog admired that the dog chased that the dog followed that the cat chased that the boy called that the student chased that the scientist watched is sleeping.,7
The artist that the girl met that the student admired is sleeping.,2
The player that the artist watched that the artist liked that the cat met that the teacher scolded is studying.,4
The cat that the teacher helped that the dog chased that the doctor chased that the cat saw that the scientist admired is barking.,5
The player that the artist watched is barking.,1
The dog that the girl called that the scientist chased that the artist chased that the doctor helped is reading.,4
The girl that the girl met that the girl met that the girl watched that the doctor admired that the cat saw that the doctor called that the girl called that the dog followed is studying.,8
The scientist that the teacher admired that the teacher admired that the scientist admired that the cat scolded that the scientist called that the boy watched that the artist called is sleeping.,7
The scientist that the teacher chased that the student called is walking.,2
The player that the artist followed is sleeping.,1
The artist that the scientist followed that the cat met that the dog chased that the girl followed that the girl admired is studying.,5
The cat that the scientist chased that the dog liked that the artist chased is barking.,3
The student that the girl liked is sleeping.,1
The cat that the cat admired that the teacher admired is barking.,2
The teacher that the cat saw that the doctor met that the boy admired runs fast.,3
The teacher that the student watched is reading.,1
The dog that the dog helped that the boy called that the doctor chased that the doctor chased is barking.,4
The student that the doctor chased is walking.,1
The teacher that the girl called that the cat scolded that the dog saw that the scientist followed is studying.,4
The girl that the boy liked is reading.,1
The artist that the boy scolded that the doctor admired that the teacher called that the artist watched that the boy saw that the scientist chased that the boy admired is walking.,7
The teacher that the girl watched that the scientist called that the girl chased that the artist admired is reading.,4
The student that the artist followed that the scientist admired that the student called that the dog met that the girl met that the student scolded that the doctor followed that the dog helped is studying.,8
The boy that the scientist saw that the girl saw that the dog called that the scientist helped that the artist followed that the teacher watched runs fast.,6
The dog that the teacher liked that the student chased that the student helped that the artist scolded jumps high.,4
The scientist that the girl called that the cat liked is sleeping.,2
The girl that the girl scolded jumps high.,1
The player that the boy scolded is reading.,1
The scientist that the teacher liked that the dog liked that the doctor called that the cat called jumps high.,4
The scientist that the cat followed that the doctor called that the student admired that the student met is studying.,4
The cat that the dog helped that the artist admired that the teacher met that the boy called that the student watched is sleeping.,5
The student that the cat admired that the girl watched that the student admired that the artist liked that the cat liked that the dog followed that the girl saw that the doctor liked is walking.,8
The student that the artist called that the scientist followed that the dog watched that the student followed that the boy admired that the artist helped is studying.,6
The boy that the girl helped that the boy saw that the student met that the girl met is barking.,4
The dog that the scientist watched is reading.,1
The scientist that the boy followed is walking.,1
The student is reading.,0
The teacher that the doctor chased that the dog saw that the boy met that the student met is walking.,4
The student that the teacher chased is barking.,1
The doctor that the girl watched that the girl watched that the scientist called that the doctor followed that the doctor chased runs fast.,5
The dog that the cat watched jumps high.,1
The cat that the scientist watched is walking.,1
The teacher that the student met that the dog chased that the girl followed that the girl liked runs fast.,4
The doctor that the student liked that the teacher saw that the artist liked that the teacher chased that the scientist watched that the student chased that the student helped is studying.,7
The player that the doctor called that the cat liked is studying.,2
The girl that the artist admired that the girl called that the cat liked that the teacher helped that the artist helped is barking.,5
The dog that the doctor followed that the student met that the dog liked that the teacher helped that the dog saw that the boy watched that the boy helped that the boy chased is walking.,8
The boy that the scientist followed that the artist saw is reading.,2
The scientist that the boy liked that the student admired jumps high.,2
The dog that the dog helped that the boy liked is laughing.,2
The teacher that the cat chased that the scientist saw that the artist chased is laughing.,3
The scientist that the teacher helped that the girl followed that the doctor chased that the dog chased that the student chased that the teacher chased that the artist scolded jumps high.,7
The girl that the dog followed that the cat saw runs fast.,2
The teacher that the boy liked that the doctor watched is reading.,2
The student that the artist saw that the scientist followed that the teacher saw that the dog liked that the cat called that the scientist scolded that the boy helped is laughing.,7
The artist that the artist followed that the girl liked that the teacher helped is barking.,3
The teacher that the boy helped that the student watched that the scientist saw that the student helped that the scientist liked is studying.,5
The scientist that the boy chased that the doctor called jumps high.,2
The dog that the cat liked that the dog liked runs fast.,2
The boy that the boy saw that the scientist called that the artist chased that the teacher met that the artist scolded that the girl chased is walking.,6
The teacher that the teacher saw that the dog chased that the teacher watched that the cat helped is laughing.,4
The dog that the cat met that the scientist watched that the scientist saw is studying.,3
The cat that the cat saw that the girl called that the doctor scolded that the artist met that the cat followed is laughing.,5
The dog that the boy met that the cat liked is barking.,2
The scientist that the student followed that the cat admired is studying.,2
The teacher that the scientist scolded that the boy called that the scientist helped is laughing.,3
The teacher that the girl helped that the cat liked that the student scolded that the doctor admired jumps high.,4
The artist that the girl met that the student met that the scientist chased that the cat called that the boy chased that the dog admired that the doctor called is sleeping.,7
The cat that the girl liked is reading.,1
The player that the girl watched that the artist chased that the artist liked that the cat called that the dog met that the teacher chased that the dog saw that the boy saw is studying.,8
The student that the teacher followed that the teacher met that the doctor followed that the cat called that the student met jumps high.,5
The cat that the girl scolded that the teacher followed that the doctor saw that the boy met that the scientist called runs fast.,5
The cat that the artist liked that the teacher helped that the teacher helped that the cat called that the dog liked that the cat helped that the dog watched is laughing.,7
The teacher that the teacher helped that the dog met that the cat called that the teacher saw that the student followed that the doctor followed that the teacher met is laughing.,7
The dog that the cat liked that the doctor chased that the scientist scolded is studying.,3
The girl that the student admired that the boy admired that the girl scolded that the scientist saw jumps high.,4
The scientist that the teacher saw that the dog chased is walking.,2
The girl that the teacher met that the cat helped that the dog admired is studying.,3
The player that the teacher admired that the doctor followed that the teacher watched that the boy liked that the boy saw that the scientist met is studying.,6
The teacher that the cat met is walking.,1
The player that the dog scolded that the student scolded that the scientist scolded that the girl met that the girl called that the cat followed is walking.,6
The player that the student followed that the artist met that the artist saw that the doctor met that the student helped that the girl liked that the cat chased that the student met jumps high.,8
The scientist that the cat met that the doctor chased that the scientist liked that the girl saw is barking.,4
The boy that the doctor watched that the doctor liked that the girl called that the teacher liked is laughing.,4
The dog that the student followed that the boy saw that the teacher called is laughing.,3
The doctor that the cat liked that the boy scolded that the artist followed that the teacher saw that the girl watched that the teacher liked that the student chased that the doctor scolded jumps high.,8
The artist that the scientist called that the scientist admired that the student liked that the dog called is barking.,4
The boy that the cat followed that the teacher chased that the dog chased that the teacher called that the teacher scolded that the teacher watched that the girl chased that the artist watched jumps high.,8
The player that the girl saw that the student admired that the girl scolded that the dog saw jumps high.,4
The teacher that the boy liked that the doctor saw that the cat liked that the artist admired that the student called that the artist helped that the artist followed that the cat watched is reading.,8
The boy that the girl followed that the dog chased is sleeping.,2
The dog that the artist called that the dog followed is barking.,2
The student that the cat admired that the student met that the girl liked runs fast.,3
The doctor that the cat liked that the teacher liked that the dog scolded is laughing.,3
The cat that the artist helped that the dog followed that the artist scolded that the dog saw is studying.,4
The cat that the teacher followed is studying.,1
The boy that the doctor liked that the teacher followed that the artist watched that the artist scolded that the cat scolded that the doctor scolded that the doctor liked that the scientist watched is walking.,8
The player that the artist met that the artist followed that the doctor liked that the artist saw that the student met runs fast.,5
The doctor that the cat followed that the girl chased that the dog liked that the artist admired that the doctor helped that the artist followed that the teacher helped that the cat scolded is studying.,8
The dog that the cat followed that the cat liked that the student scolded that the dog chased that the doctor watched is reading.,5
The scientist that the dog followed that the dog saw that the girl saw that the girl met that the teacher saw jumps high.,5
The doctor that the doctor scolded that the boy met that the scientist called that the student admired that the cat scolded that the scientist chased jumps high.,6
The boy that the scientist helped that the teacher watched that the artist scolded that the artist admired that the cat followed that the girl called that the dog scolded that the dog met is laughing.,8
The teacher that the student saw that the scientist chased that the artist helped that the dog helped is studying.,4
The cat that the boy liked is reading.,1
The dog that the girl admired that the boy chased that the dog scolded runs fast.,3
The student that the artist chased that the student liked that the artist watched that the doctor followed that the cat called that the teacher met is sleeping.,6
The scientist that the dog followed that the boy scolded that the student called that the dog watched that the doctor admired that the girl chased that the teacher liked that the scientist admired is studying.,8
The student that the student called that the girl watched that the student liked that the student called is sleeping.,4
The boy that the cat scolded that the cat helped that the cat followed that the teacher liked that the boy saw that the scientist watched that the cat met that the cat chased is laughing.,8
The player that the boy followed that the cat scolded is reading.,2
The player that the artist followed that the teacher called that the artist met that the artist called is sleeping.,4
The teacher that the artist scolded that the doctor liked that the artist watched that the scientist helped that the dog called is laughing.,5
The teacher that the cat admired that the student liked jumps high.,2
The dog that the teacher helped that the cat met that the student called that the boy admired that the boy liked that the boy watched is laughing.,6
The player that the artist watched that the cat admired that the dog liked that the cat watched that the cat admired that the artist saw that the student watched that the scientist saw jumps high.,8
The teacher that the cat watched that the scientist helped that the teacher followed that the cat saw is studying.,4
The girl that the student liked that the scientist met that the artist saw that the dog liked that the dog followed that the dog liked that the dog chased that the student called is sleeping.,8
The boy that the teacher followed that the girl followed that the doctor chased that the teacher admired that the doctor called that the scientist helped runs fast.,6
The scientist that the girl chased that the artist admired that the student liked is laughing.,3
The dog that the student liked that the boy met is laughing.,2
The student that the dog admired that the artist helped that the student helped runs fast.,3
The player that the scientist followed that the boy watched that the dog watched is laughing.,3
The scientist that the girl chased that the doctor scolded is walking.,2
The artist that the teacher saw that the teacher called that the doctor chased is laughing.,3
The artist that the scientist followed that the dog watched that the dog helped jumps high.,3
The doctor that the teacher admired that the artist met is reading.,2
The dog that the dog watched that the student called is sleeping.,2
The artist that the teacher called that the boy met that the scientist scolded that the boy helped runs fast.,4
The boy that the artist liked that the dog admired that the artist chased that the dog met that the scientist watched that the girl called runs fast.,6
The girl that the artist met that the girl saw that the cat watched that the boy scolded is reading.,4
The boy that the artist called that the student scolded is studying.,2
The student that the artist liked that the teacher admired is walking.,2
The teacher that the girl called that the dog called is studying.,2
The boy that the cat followed that the girl watched that the student watched that the cat chased that the artist watched that the scientist chased that the artist scolded is sleeping.,7
The teacher that the dog met that the scientist saw that the teacher watched that the doctor called that the girl followed that the boy followed that the doctor scolded is studying.,7
The cat that the artist saw is walking.,1
The player that the dog admired that the boy saw that the scientist saw that the cat saw that the scientist scolded that the girl admired that the teacher followed that the girl followed is sleeping.,8
The cat that the doctor saw is walking.,1
The artist that the cat followed that the scientist liked that the scientist helped is reading.,3
The girl that the scientist followed that the boy called that the dog followed that the scientist called that the girl chased that the girl saw that the artist met is laughing.,7
The dog that the teacher followed runs fast.,1
The teacher that the dog followed that the cat called that the dog liked runs fast.,3
The boy that the boy followed that the artist watched that the girl helped that the doctor called that the cat helped that the teacher admired that the dog chased that the boy met jumps high.,8
The girl that the dog followed that the dog admired that the boy admired that the doctor watched that the teacher admired that the teacher helped that the doctor scolded that the scientist followed jumps high.,8
The cat that the boy saw that the scientist met that the cat scolded that the scientist met is sleeping.,4
The boy that the girl called that the artist followed that the artist scolded that the doctor admired is laughing.,4
The player that the girl called that the artist saw that the student liked that the artist admired that the dog watched that the scientist admired is walking.,6
The student that the girl followed that the dog followed that the teacher watched that the scientist liked that the cat watched is reading.,5
The girl that the dog watched that the doctor admired that the boy called that the student chased that the girl liked is walking.,5
The boy that the scientist scolded that the dog saw is reading.,2
The student that the student scolded that the scientist saw that the scientist followed is barking.,3
The doctor that the teacher liked that the scientist watched that the artist called is reading.,3
The doctor that the boy chased that the dog called that the doctor scolded that the artist admired is laughing.,4
The teacher that the girl called that the cat saw is walking.,2
The dog that the scientist scolded that the artist met that the scientist met that the teacher called that the artist admired that the teacher scolded that the boy chased is reading.,7
The girl that the doctor called that the scientist watched is studying.,2
The student that the cat saw that the doctor called that the student helped that the cat called that the student admired that the artist scolded that the artist liked that the teacher followed is laughing.,8
The artist that the girl followed that the girl met that the scientist liked that the doctor scolded is walking.,4
The artist that the cat called that the scientist called is barking.,2
The teacher that the student scolded that the doctor liked that the boy helped that the dog helped that the dog called is laughing.,5
The boy that the girl admired that the artist scolded is barking.,2
The teacher that the scientist met that the girl watched that the dog scolded that the cat helped that the cat liked that the boy scolded is studying.,6
The cat that the artist saw that the teacher called that the dog met that the boy watched that the girl chased is walking.,5
The artist that the girl liked that the girl saw that the doctor scolded that the artist met jumps high.,4
The girl that the cat watched that the artist helped that the scientist liked that the cat followed that the student met that the scientist called that the artist watched is studying.,7
The girl that the teacher followed that the student scolded that the boy scolded that the doctor helped that the dog scolded that the cat met that the teacher watched that the doctor met runs fast.,8
The teacher that the artist followed that the artist followed that the doctor scolded that the boy scolded that the student watched that the dog admired is barking.,6
The boy that the artist helped that the artist scolded that the teacher saw that the girl watched that the dog chased is barking.,5
The artist is barking.,0
The girl that the girl liked is laughing.,1
The cat that the dog scolded that the scientist saw is studying.,2
The scientist that the doctor liked that the dog scolded that the artist liked that the boy called that the doctor watched that the dog helped that the cat met that the doctor watched is reading.,8
The scientist that the girl helped is barking.,1
The teacher that the girl met that the student followed that the scientist called is reading.,3
The doctor that the doctor met that the cat helped that the student watched runs fast.,3
The dog that the dog helped that the teacher followed that the girl chased that the doctor called is laughing.,4
The dog that the cat watched that the scientist followed that the dog saw that the student called that the doctor scolded is sleeping.,5
The student that the cat followed that the artist chased that the teacher helped that the doctor admired that the teacher met that the teacher saw is laughing.,6
The boy that the boy scolded that the teacher met that the student chased that the scientist helped that the dog watched that the dog called that the girl called that the doctor called is sleeping.,8
The player that the cat watched that the doctor chased is barking.,2
The scientist that the doctor scolded that the doctor admired that the girl scolded that the girl admired that the doctor followed that the dog admired is sleeping.,6
The player that the teacher called that the doctor called that the girl watched that the dog watched that the dog watched is barking.,5
The girl that the girl chased that the girl helped is laughing.,2
The dog that the doctor watched that the cat scolded that the dog chased that the artist followed is barking.,4
The dog that the artist helped is walking.,1
The artist that the dog saw that the teacher followed that the girl scolded that the artist chased is sleeping.,4
The cat that the boy chased jumps high.,1
The boy that the artist watched is laughing.,1
The artist that the cat helped that the teacher watched that the artist liked that the doctor helped that the teacher watched that the boy watched that the teacher scolded is reading.,7
The dog that the boy liked is sleeping.,1
The player that the student saw that the boy liked that the artist saw that the scientist scolded that the cat called that the scientist helped that the scientist met is sleeping.,7
The boy that the dog saw that the boy followed that the teacher helped that the girl chased that the girl liked that the boy admired that the student met is reading.,7
The teacher that the dog saw that the scientist liked that the boy admired is walking.,3
The girl that the student saw that the dog helped is walking.,2
The student that the artist scolded that the doctor chased that the scientist watched jumps high.,3
The doctor that the artist called is barking.,1
The dog that the student helped that the dog saw that the student saw is barking.,3
The boy that the cat called that the teacher admired that the artist followed that the boy helped that the cat helped jumps high.,5
The student that the doctor scolded is barking.,1
The scientist that the dog saw that the girl met is reading.,2
The artist is sleeping.,0
The player that the doctor followed that the scientist watched that the girl followed that the cat met that the girl liked that the doctor chased runs fast.,6
The student that the student met that the artist called that the teacher chased that the teacher admired is reading.,4
The cat that the student watched that the doctor admired that the boy helped that the student met that the scientist admired that the girl chased is sleeping.,6
The scientist that the cat called that the girl liked that the girl watched is walking.,3
The cat that the teacher scolded that the student watched that the boy helped that the scientist scolded that the doctor watched is laughing.,5
The player that the doctor helped that the dog helped is laughing.,2
The doctor that the student chased runs fast.,1
The student that the scientist scolded that the teacher helped that the cat followed is sleeping.,3
The doctor that the girl met that the student watched that the cat chased is sleeping.,3
The doctor that the dog met that the doctor saw that the cat met that the doctor saw that the cat called that the cat liked that the girl scolded is barking.,7
The player that the girl helped that the cat liked that the artist watched is studying.,3
The teacher that the artist saw that the student saw that the teacher scolded that the boy chased that the artist admired is sleeping.,5
The dog that the teacher helped is barking.,1
The player that the girl saw that the artist chased is studying.,2
The player that the scientist met that the dog followed is sleeping.,2
The cat that the dog met that the girl met runs fast.,2
The cat that the girl chased that the dog followed that the cat helped that the artist helped that the scientist helped that the scientist admired that the dog scolded that the student liked jumps high.,8
The teacher that the boy met runs fast.,1
The dog that the scientist watched that the scientist followed is sleeping.,2
The player that the teacher followed that the boy followed jumps high.,2
The player that the student met that the student liked that the dog met that the boy scolded that the artist followed runs fast.,5
The girl that the artist met that the student helped that the girl scolded is studying.,3
The cat that the boy chased that the cat liked that the cat called jumps high.,3
The boy that the girl helped runs fast.,1
The cat that the student called that the dog admired is sleeping.,2
The student that the scientist scolded that the artist met that the teacher liked that the doctor saw is barking.,4
The girl that the artist admired that the dog admired that the boy watched that the girl admired that the teacher chased is laughing.,5
The girl that the artist watched that the dog followed that the scientist called that the dog liked that the teacher liked that the teacher liked that the artist saw that the girl called is walking.,8
The doctor that the artist liked that the student liked is laughing.,2
The cat that the doctor helped that the student chased that the dog watched is sleeping.,3
The boy that the girl followed is barking.,1
The player that the cat followed that the teacher scolded that the teacher helped that the girl admired that the artist scolded that the boy scolded jumps high.,6
The doctor that the student scolded jumps high.,1
The boy that the artist watched that the artist called jumps high.,2
The player that the scientist admired is laughing.,1
The scientist that the artist liked that the boy liked that the student helped that the teacher liked that the girl followed that the teacher scolded that the scientist saw is reading.,7
The artist that the boy called that the teacher saw that the cat scolded is studying.,3
The boy that the scientist helped that the cat followed that the teacher called that the student watched that the girl admired is laughing.,5
The doctor that the boy called that the dog met that the boy saw that the dog watched that the dog chased that the student scolded that the scientist followed is walking.,7
The scientist that the doctor watched that the artist chased that the dog admired runs fast.,3
The teacher that the teacher helped that the cat followed that the girl liked that the student scolded that the dog scolded that the girl followed that the student chased is studying.,7
The cat that the scientist admired that the student helped that the girl admired that the cat met runs fast.,4
The girl that the boy admired that the dog liked that the cat met that the teacher called that the scientist chased that the dog watched that the girl saw that the dog scolded is laughing.,8
The player that the scientist admired that the artist watched that the student chased that the doctor liked that the student liked that the dog liked is studying.,6
The teacher that the cat followed that the scientist chased that the doctor helped that the teacher met is barking.,4
The boy that the artist chased that the artist watched that the dog liked that the dog chased that the artist chased jumps high.,5
The girl that the student scolded that the dog helped jumps high.,2
The teacher that the scientist scolded runs fast.,1
The doctor that the teacher liked that the doctor saw is barking.,2
The dog that the girl chased that the cat scolded that the artist called that the dog helped that the teacher saw that the cat called that the student admired that the boy watched is walking.,8
The doctor that the cat admired that the artist saw that the doctor liked that the artist admired that the teacher met that the artist watched that the teacher chased runs fast.,7
The artist that the artist admired that the dog met that the dog chased jumps high.,3
The doctor that the boy scolded that the doctor liked that the doctor admired that the artist chased that the dog called that the cat admired is laughing.,6
The boy that the student met that the cat followed that the girl helped that the boy called runs fast.,4
The cat that the scientist helped that the cat admired that the girl watched that the boy chased that the dog chased that the doctor helped that the doctor watched runs fast.,7
The student that the dog helped that the dog chased that the scientist scolded is barking.,3
The artist that the girl chased that the scientist called runs fast.,2
The dog that the dog called is studying.,1
The player that the cat called that the boy met that the scientist watched that the doctor liked that the boy scolded that the scientist saw that the cat watched is barking.,7
The cat that the scientist admired is walking.,1
The girl that the student followed that the boy called that the student watched that the cat followed is laughing.,4
The teacher that the cat admired that the student followed that the girl met that the dog liked that the doctor met that the dog liked is laughing.,6
The doctor that the dog admired that the doctor watched that the scientist scolded that the girl called that the artist met is sleeping.,5
The boy that the scientist helped that the scientist scolded that the girl saw that the teacher scolded jumps high.,4
The doctor that the scientist called that the boy watched is laughing.,2
The girl that the cat watched that the teacher liked that the artist watched that the doctor called that the boy followed that the girl called that the cat admired runs fast.,7
The dog that the dog saw that the doctor watched that the cat admired that the teacher followed that the dog followed that the dog chased is sleeping.,6
The cat that the scientist liked that the boy saw that the scientist helped that the girl followed that the dog followed is laughing.,5
The teacher that the boy watched that the doctor called that the girl met that the dog chased is laughing.,4
The player that the scientist chased that the student watched is barking.,2
The doctor that the teacher saw that the student helped that the cat watched that the teacher saw that the scientist met that the teacher watched that the student watched is reading.,7
The scientist that the student chased that the doctor saw that the boy scolded is studying.,3
The doctor that the scientist watched is laughing.,1
The teacher that the dog admired that the doctor chased that the dog followed jumps high.,3
The scientist that the doctor watched that the artist scolded that the teacher called that the artist helped is barking.,4
The boy that the cat saw that the scientist saw is laughing.,2
The doctor that the student chased that the cat helped that the artist followed that the doctor scolded that the doctor chased that the scientist admired that the girl called that the dog called is studying.,8
The teacher that the scientist called that the doctor called that the cat saw that the student scolded that the dog scolded that the doctor called that the teacher helped is reading.,7
The artist that the scientist helped is sleeping.,1
The scientist that the boy scolded that the cat liked that the teacher followed that the dog liked runs fast.,4
The dog that the cat admired that the teacher met that the cat liked is laughing.,3
The cat that the girl saw jumps high.,1
The artist that the artist scolded that the girl followed that the student followed that the artist admired is studying.,4
The doctor that the scientist chased that the artist admired is barking.,2
The player that the artist called is studying.,1
The teacher that the dog scolded that the doctor met that the student chased that the student liked that the student followed jumps high.,5
The boy that the girl liked that the student liked that the student followed that the cat saw is laughing.,4
The artist that the boy helped that the dog met that the teacher scolded that the student watched that the artist helped is walking.,5
The boy that the artist scolded that the student chased that the doctor scolded that the girl called is walking.,4
The scientist that the scientist followed that the teacher admired that the teacher called that the girl saw is barking.,4
The student that the scientist helped is laughing.,1
The artist that the boy watched that the boy helped that the cat liked that the boy helped that the student followed that the girl saw jumps high.,6
The scientist that the teacher admired is laughing.,1
The scientist that the boy admired is laughing.,1
The student that the cat called that the student called is barking.,2
The scientist that the scientist chased that the student saw that the teacher called that the student scolded that the artist met runs fast.,5
The doctor that the doctor watched that the artist scolded that the artist saw is sleeping.,3
The player that the student chased that the teacher followed that the teacher followed that the dog followed that the boy admired is walking.,5
The cat that the doctor followed that the girl watched that the student followed that the artist admired is studying.,4
The player that the girl admired that the teacher followed that the scientist admired that the boy liked is barking.,4
The artist that the dog admired that the girl scolded is barking.,2
The cat that the scientist followed that the teacher met that the cat called that the girl scolded is sleeping.,4
The teacher that the teacher helped is barking.,1
The boy that the boy saw that the scientist chased is reading.,2
The girl that the cat called is walking.,1
The teacher that the dog chased that the girl saw that the boy called that the doctor called runs fast.,4
The boy that the artist followed that the artist chased that the artist liked jumps high.,3
The artist that the boy chased that the teacher followed that the cat chased is reading.,3
The boy that the student helped that the boy met that the doctor met that the doctor saw is reading.,4
The boy that the scientist helped that the girl watched that the girl admired that the artist followed that the girl scolded that the student called that the cat liked is barking.,7
The teacher that the boy watched that the cat scolded that the girl saw that the dog scolded is reading.,4
The player that the teacher helped that the artist chased runs fast.,2
The artist that the artist admired that the scientist followed runs fast.,2
The girl that the girl met is barking.,1
The student that the boy scolded that the cat liked is sleeping.,2
The doctor that the teacher watched that the cat scolded that the boy liked that the girl scolded that the doctor chased jumps high.,5
The scientist that the dog met that the student liked that the boy met that the doctor admired that the artist called is studying.,5
The student that the boy followed that the artist followed that the scientist met that the dog chased is sleeping.,4
The boy that the cat followed that the scientist liked that the cat helped that the boy helped is sleeping.,4
The cat that the girl scolded that the student called that the cat chased that the scientist followed that the student met that the boy met is reading.,6
The player that the boy saw that the boy helped that the girl scolded that the scientist called that the teacher liked that the doctor liked that the dog followed that the student met runs fast.,8
The scientist that the boy admired that the teacher saw is walking.,2
The doctor that the doctor followed that the cat liked that the dog chased that the girl admired that the artist helped that the teacher liked is reading.,6
The boy that the boy chased that the student chased that the doctor admired that the cat helped that the student watched that the boy scolded that the scientist called is studying.,7
The scientist that the doctor helped is barking.,1
The artist that the artist chased that the girl admired that the boy scolded that the scientist liked is sleeping.,4
The girl that the student saw that the cat followed that the boy scolded that the teacher scolded jumps high.,4
The girl that the student met that the artist chased runs fast.,2
The boy that the scientist called that the scientist admired runs fast.,2
The cat jumps high.,0
The dog that the scientist helped that the dog followed that the cat watched is sleeping.,3
The student that the student followed that the artist helped that the boy liked is barking.,3
The girl that the boy chased that the scientist liked that the artist saw that the scientist chased that the teacher called that the artist saw that the cat liked that the artist admired is barking.,8
The dog that the teacher chased is studying.,1
The boy that the student helped that the student liked that the girl scolded that the artist scolded is studying.,4
The boy that the student called that the dog met is sleeping.,2
The boy that the doctor liked that the doctor admired that the student liked that the student called is barking.,4
The dog that the scientist saw that the boy followed that the doctor followed that the girl followed that the scientist met that the boy helped that the doctor scolded is laughing.,7
The scientist that the girl met that the scientist chased that the dog helped that the student liked that the girl helped that the cat watched is barking.,6
The boy that the doctor helped that the cat scolded that the artist saw that the dog met that the girl scolded that the scientist met that the scientist called that the boy called is sleeping.,8
The student that the doctor scolded that the girl followed is laughing.,2
The artist that the dog helped is sleeping.,1
The cat that the artist called runs fast.,1
The artist that the girl followed that the dog admired that the cat chased that the dog helped is walking.,4
The scientist that the student called that the scientist admired is reading.,2
The boy that the cat admired that the doctor watched that the cat saw that the girl called that the scientist chased that the artist liked that the teacher helped that the scientist followed is sleeping.,8
The student that the student helped that the girl followed that the student called that the artist watched that the scientist followed that the boy chased that the dog chased is walking.,7
The student that the scientist saw that the scientist scolded that the teacher watched that the dog saw that the girl called that the cat saw is studying.,6
The scientist that the teacher scolded that the girl admired that the boy watched that the scientist admired that the girl watched that the doctor followed that the teacher liked is reading.,7
The teacher that the scientist scolded that the artist scolded that the scientist liked that the teacher helped is barking.,4
The girl that the boy liked that the artist met that the artist called that the girl helped that the girl met that the teacher saw that the cat watched that the girl met is laughing.,8
The teacher that the scientist chased that the scientist called that the scientist liked that the doctor met that the student followed that the teacher helped runs fast.,6
The player that the student helped is barking.,1
The boy that the student met that the girl helped that the doctor saw that the girl met that the student admired that the dog liked that the artist helped that the artist watched is laughing.,8
The player that the artist helped that the dog liked is laughing.,2
The teacher that the dog helped is walking.,1
The scientist that the student scolded that the girl scolded that the dog saw that the dog followed that the artist liked that the teacher saw that the student watched is studying.,7
The cat that the artist watched that the doctor liked is reading.,2
The doctor that the student followed is sleeping.,1
The scientist that the artist scolded that the girl called that the boy watched runs fast.,3
The dog that the cat liked that the cat helped that the doctor chased that the teacher admired that the cat watched that the girl liked is walking.,6
The student that the dog admired that the artist helped is walking.,2
The artist that the student scolded that the artist helped that the artist scolded that the doctor saw that the dog liked that the student watched that the boy followed jumps high.,7
The teacher that the cat called that the artist saw is barking.,2
The dog that the doctor saw that the scientist followed that the student admired that the cat admired is walking.,4
The doctor that the student saw jumps high.,1
